review,sentiment
"First of all, I am not a huge fan of contemporary Turkish cinema, which is because, the usual pattern of creating a box office success is by hitting below the waistline. This movie is nothing of an artistic masterpiece that deals with taboos, as the director and marketing ads imply. In my mere opinion, the sole purpose of this movie is make money by touching a sensitive morale(in fact it is mostly considered taboo in the native country) Cheap populism might provide with a brief definition of what I meant.<br /><br />However, the acting is near perfect. In fact, most of the cast has theatrical background and tried hard to compensate for what Altioklar lacked; talent! All members of the cast were perfectly fit in their roles and well qualified for the job, even the less experienced ones. (Like Janset) At least, Altioklar deserves a small word of appreciation , just because he knows well how to choose the cast. Other than that, he is just a media monkey, who presumes himself a director with an artistic talent. Come on, art is not something that solely consists of dealing with naked/half naked women. And just because media boasts off, no director becomes a milestone in the history of Turkish cinema. Just close your ears and o something real artistic, I am waiting eagerly to applause your next work. Hope, this time you manage to achieve an artistic approach.<br /><br />In short; Pros > Good acting, hot women (just kidding!) :) Cons> Each and every single thing, other than the cast",negative
"I admit - I was lured to this one from the hype - and I didn't stop to consider the sources. ""one of the best indie exploitation flicks of the year (1999)"", shocking"", and "" a must have "".<br /><br />Well - I wasted my money. But not all was bad in this movie. THey at least got the gore right, as well as some of the most unique methods of murder seen in a long time. There is even a storyline (kinda) and that is about it.<br /><br />But for an exploitation film there is a surprising amount of content - but no exploiting. We get gay sex - sorta. We have 3 inter-racial babes - maybe. We have a psychotic Vietnamese hooker - nice back, oral sex (ok that made me wince) and some female version of Gene Simmons (I don't get that part). We have an honest to goodness Capone - rates among the best of the actors in this film - that is not a compliment. And finally we have a government conspiracy thrown in to - I don't know - try to connect the vengeance/random/theme killing by Jimmy boy to make the Vietnamese psycho seem sane??????? If nothing else this movie proves that the Italians and the Americans do not have a lock on this type of movie. The Latinos can make crap as well as the rest of them. Kudos goes to anyone involved in this accomplishment that overcame it and made a career for themselves.",negative
"This film is truly execrable in all departments. Script, acting, plot, direction and editing are all uniformly awful. I give it 1 out of 10 simply because people turned up to make it. I would have given it 2 out of 10 if they had all stayed at home instead. Avoid at all costs!",negative
"This is one really bad movie. I've racked my brain and I cannot come up with one positive comment to make. The acting is atrocious. I've seen more believable performances on cable access. The plot is ridiculous. Stolen diamonds, secret recordings of the President, and a shark that attacks anything that gets near it should have made for cheesy fun at the worst. Night of the Sharks isn't even so bad it's good. The dialogue sounds and is delivered as if it were written seconds before it's filmed. And to top it off, Night of the Sharks has the worst soundtrack I've ever heard. I'm surprised my ears didn't start bleeding from the 80s techno synthesized sounds that someone actually bothered to record.<br /><br />From everything I've read, the Italian film industry was dead by 1987. Night of the Sharks is like a final nail in the coffin.",negative
"This movie reminds me of Harry Potter - not the style but the marketing strategy. There may be part 2 , part three...until one day the product life cycle finishs, of course on the condition that the part one has a commercial success. so many things seems to be hidden and thus the story looks quite incomplete. the action design is boring. set design is ok but not fine. perhaps Edison Chen would be a big star one day. He really looks charming even on big screen. The most impressive is still Anthony Wong. 4/10<br /><br />",negative
"This apocalyptic zombie film tries to be vicious and shocking; but FEEDING THE MASSES comes off lame as some of the stiff-legged zombies stalking the streets. In Rhode Island, a zombie epidemic known as the Lazarus Virus is being played down by the government manipulated newspapers and television stations. A couple of brave, but dumb, souls at Channel 5 TV News feels its audience is being given false hope and no idea of the real danger at hand. An eager reporter(Racheal Morris)and her cameraman(William Garberina), with the aid of a military escort(Patrick Cohen), risk life and limb to present a 'live' broadcast to show the doom at hand. Do yourself a favor and don't watch. This thing is obviously very low budget and comes across with the feel of a high school play gone bad. Acting is atrocious and the flesh-hungry zombies are almost comical. Also appearing are: Michael Propster, William DeCoff and Brenda Hogan. FEEDING THE MASSES should be left to starve.",negative
"This film is so bad it simply defies reality. The filming is grade school material at best, the acting is pathetic and the director should forever be banished from film making in any form. So bad it can't even be watched as comedy such something along the lines of Showgirls. The ONLY thing this DVD had going for it was the cover art. <br /><br />All I can write to those of you who haven't had the misfortune to witness this is to please do yourself a well deserved favor in advance and don't waste your time or your money on this piece of garbage. If you want to see a movie for the comedy aspects, there are many other more worthy in such a realm than this trash.",negative
"*****Spoiler or two, not that is matters******<br /><br />Two things stand out about this movie. First is it's been titled both ""Bruno"" and ""The Dress Code,"" and if you've seen this movie you'll catch the irony in that.<br /><br />Second is it's addressing issues completely off the wall. The adventures of a grade school cross dresser isn't something that there was a crying need for a movie about, nor a topic that I think most people would be interested in. Shirley MacLaine manages to walk around the issues of gender by tying Bruno's desire to wear a dress to religion, which probably opens up an even thornier can of worms--what was she thinking? <br /><br />Yes, there's some humor and it's not directly offensive, but the kind of unsettling feeling in the beginning just keeps on growing. It doesn't do much except repeat the liberal mantra that ""different"" people should be accepted (or maybe excepted?) no matter what. <br /><br />Which is fine----but in order for people to live in a society everyone has to give a little to get along. Bruno doesn't just want to wear a dress, he wants to show up looking like a miniature Gladys Knight on awards night, and his final costume makes him resemble a Cabbage Patch Cowgirl Doll. Yet all the other kids dress and behave, well, like regular kids. So what gives? If it came down to it we all could declare ourselves special or different and behave any way we felt like, and the result would be total chaos. <br /><br />This accepting of people who are ""different"" is also pretty narrowly defined, I doubt we will ever see a movie about a kid finding his true self and wanting to wear overalls, hunt geese, and go to tractor pulls, and demanding everyone else just accept him as he is. ""Bruno"" is one stupid movie, and a complete waste of time.",negative
"Why Hollywood feels the need to remake movies that were so brilliant their prime (The Texas Chainsaw Massacre, The Hills Have Eyes) but is it considerably worse why Hollywood feels the need to remake those horror films that weren't brilliant to start with (Prom Night, The Amityville Horror) Much like their originals these remakes fail in creating atmosphere, character or any genuine scares at all. Prom night is so flat and uninteresting its hard to watch, but for all the wrong reasons.<br /><br />It's a poorly acted, massively uninteresting and ultimately dull excursion that fails at everything its designed to do. It's clear Hollywood Horror is dead. Even The likes of The Hills Have Eyes and The Texas Chainsaw Massacre managed to ruin their franchises in style with buckets of blood and a decent plot. Prom night is virtually bloodless and I'm not even going to mention how bad the plot is. Its inability to seal the killers identify makes this the least suspenseful horror movie since erm... the original.<br /><br />One of the most notorious slasher films of the 1980s returns to terrorize filmgoers with this remake that proves just how horrifying high school dances can truly be. Donna Keppel (Brittany Snow) has survived a terrible tragedy, but now the time has come to leave the past behind and celebrate her senior prom in style.<br /><br />When the big night finally arrives, Donna and her best friends prepare to enjoy their last big high-school blowout by living it up and partying till dawn. But while Donna is willing to look past her nightmares and into a brighter future, the man she thought she had escaped forever has returned for one last dance. An obsessed killer is on the loose, and he'll slay anyone who attempts to prevent him from reaching his one and only Donna.<br /><br />Who will survive to see graduation day, and what will Donna do when she's forced to confront her greatest fear? Scott Porter, Jessica Stroup, and Dana Davis co-star in the slasher remake that will have tuxedo-clad teens everywhere nervously looking over their shoulders as they file out onto the dance floor. A plot that will probably put you off going to see this. Witch if you ask me is a good thing.<br /><br />Without much to work with, McCormick gamely tries to milk tension out of the most banal of situations. At one point, a girl backs into a floor lamp (a lamp!) and McCormick tries to pump it up into a jump-scare moment. Desperate times really do call for desperate measures. There haven't been this many shots of closets since the last IKEA catalogue.<br /><br />In the era of The Hills, My Super Sweet 16 and To Catch a Predator, there probably is a freaky, scary movie to be mined from the commoditisation of glamour and society's creepy obsession with youthful beauty. This is not that movie.<br /><br />My final verdict? Avoid at all cost. Nobody will like Prom Night, it's even a disappointment to thoses who usually enjoy hack-job remakes. Considering its absolute lack of blood or frights. A night you'll be in a hurry to forget.",negative
"I bought this film on DVD so I could get an episode of Mystery Science Theater 3000. Thankfully, Mike, Crow, and Tom Servo are watchable, because the film itself is not. Although there is a plot, a story one can follow, and a few actors that can act, there isn't anything else. The movie was so boring, I have firmly confirmed that I will never watch it again without Tom, Crow and Mike. As summarized above, however, it was better than the film featured in the MST3K episode that preceded it; Mitchell.",negative
"Some moron who read or saw some reference to angels coming to Earth, decided to disregard what he'd heard about the offspring of humans and angels being larger than normal humans. Reinventing them as mythical giants that were 40 feet tall, is beyond ridiculous. There was some historical references to housing and furniture in parts of the world, that were much larger than would be needed for standard humans. These were supposedly built on a scale that would lend itself to a 10 to 14 foot human, somewhat supporting the ""David and Goliath"" tale from the bible. There is no mention in any historical references to buildings or artifacts that would support the idea of a 40 foot tall being. If I was rating this movie on my own scale, it would have been a negative value instead of a one...",negative
"i though this film was okay.i din't think it was great.it was a bit too slow for my taste.lots of drama,but not very much action until close to the end of the film.this movie was basically a dramatic film,with the payoff,if you can call it that,not until near the end.to me,the scenes of the dam bursting and the water flooding the town,were okay,but much too brief.the film itself is done okay,the acting is decent,but it just didn't do it for me,in the long run.think it had something to do with the fact that there was very little suspense or tension built through the whole movie.at least that's what i think.the other factor is that i had just recently watched '10.5' and its sequel '10.5:Apocalypse'.these are 2 big budget ""event movies,which,in my opinion, are a very hard act to follow,in terms of special effects and scenes of destruction.as a result,i have to rate Killer Flood:the Day the Damn Broke at 4/10",negative
"not many people outside poland have had an opportunity to become familiar with andrzej sapkowski's brilliant writings. he's very popular in poland for his fantasy short stories ( i believe none of them has ever been translated intrto english. alas!). to make a long story short, wiedzmin - the main character of sapkowski's books - is a traveling monster slayer, a man of extraordinary strenght and skill: he's pretty much your favourite tolkien-style cool guy. unfortunately, no one would figure this out after watching the film. 'wiedzmin' the movie is nothing but a collection of random scenes, featuring wiedzmin and other characters from sapkowski's writings, but not eben remotely resembling the plot and dramatic pace of the original. event the fact that some of the shots in the film show attractive naked women does not add any quality to it. the movie gets worse and worse with every minute, and does not even meet the requirements of 'so bad it's actually good' category. if you really are into fantasdy and want to learn something about wiedzmin, read the books instead.",negative
"Sorry I couldn't be more expressive in my summary, but those two words seemed to describe the movie perfectly. This is not only a bad film, but a bad film with bad acting and a plot that will be inconsequential to most watchers.<br /><br />See it only for a naked Rebecca De Mornay tied to a chain-link fence and moaning with 'ecstasy; supposedly 'erotic', but actually hilarious.<br /><br />",negative
"What a wasted cast.<br /><br />This is one of the most disappointing films I've seen.<br /><br />Usually Roger Ebert does not let me down, but I feel cheated after seeing this movie.<br /><br />The only thrill is seeing Elizabeth banks in her bra. That is a sorry statement about this movie. It held so much promise, but it was like dry humping a transvestite.<br /><br />This is self absorbed tripe.<br /><br />I cannot express deeply enough my bitterness at having sat through this movie, and hope I can forewarn you of the same disappointment.",negative
"The Omega Code was a model of cinematographical inconsistency. There was a bit (but precious little) of good acting, primarily by the two prophets and Rostenberg, who only appeared once and had no lines. Otherwise the acting was decidedly bad. The plot line was rather weak, and only partially based on already questionable Biblical interpretation. Certainly not one of the year's best.",negative
"The biggest mystery of Veronica Mars is not one that she had to tackle on screen.<br /><br />Rather, the mystery is why this perennial ratings disappointment is still on the air. This week marked a nadir for Veronica Mars: it ranked 146 out of 146 shows in the big 6 (soon to be Big 5). Yes, you read right. Veronica Mars was beaten by every show of the now-defunct WB and every show on UPN. It was beat by all the shows on Fox and of course by all the shows on ABC, CBS and NBC.<br /><br />Now, the hip hypesters are going to say: but this was a re-run. But everything on TV that week was pretty much a re-run! It boggles the mind why CW would choose this proved ratings disappointment as one of the few shows it saved from UPN.<br /><br />Clearly something is going on behind the scenes. Favors are being exchanged and influence peddled.<br /><br />Sorry to be so cynical, but what other explanation is there? The ""Veronica Mars has potential"" line is clearly dead now that it's had two years to establish itself and failed to do so.<br /><br />Maybe it's Joel Silver's influence and clout, but frankly, I am at a loss why anyone would choose to spend their clout on a bad show that no audience is watching.<br /><br />A great mystery and a very inauspicious debut for CW.",negative
"Are you kidding me?! A show highlighting someone who opens cans and envelopes for a meal? How talented do you have to be to do this? She MAY be able to cook but it is NOT portrayed in this half-hour stomach churning painful production. I know she has a Martha-Stewart-esquire empire. So does Warren Buffett but I don't see him with fake knockers opening cans of cream corn and Alpo.<br /><br />She has a nephew named...Brycer. Brycer? Stop talking about anyone a name that stupid.<br /><br />More time is spent on ""table-scapes"" than actual cooking. Who has that kind of time?! Silicon should be on your spatula, not on my TV. This show should be on Cartoon Network, NOT Food Network.",negative
"The first film is somewhat good to me, I enjoyed it for the most part, but I thought it was really nothing all that special. However, when compared to this mess it looks a whole heck of a lot better. Why they felt the need to make the movie is beyond me, but they should have known it could not match the acting of the first movie when they only could get Ruth Gordon back to reprise her role. The story kind of follows Rosemary's baby around and stuff, but in reality it is kind of a mess, it does not help that the movie is a television movie and the television look shines through very well. It has more of a comedy tone to it as well which hinders it greatly, if they really felt the need to make a sequel they should have made it an R rated movie that had some nudity and gore in it. I am sure it would have still been quite bad, but at least it would have been more watchable and fun which this movie is not despite its trying to be funny. I saw this one on Monstervision and Joe Bob had nothing really good to say about it in the intro and I do not have to much to say either. I do have to say it was a sequel that should have never seen the light of day.",negative
"This movie is basically about some girls in a Catholic school that end up getting into trouble because of putting red dye in one in one of their school mates shampoo and after being reprimanded for this act they decide to take off to Florida for a vacation. On their way there they meet up with some guys in a local diner and decide that they would both meet up with each other in another location later on. The girls end up on a road side near the woods and stop for awhile and while one of the girls decides to walk around a bit she sees a murder happen in which the local sheriff himself is involved. She becomes scared and runs to tell the others what happened. The other girls decide to go take a look with her and two of them get killed by the killer. Then the two remaining girls are caught by the killer and are placed in local jail cell. The deputy sheriff meanwhile is keeping watch over the girls and despite their insistence that the sheriff is the killer he ignores them both and acts as ignorant and everybody else in this movie who just can't put two and two together much less some lousy detective work at that. The best part was the rape scene between the killer and one of the girls where he decides to rape her in her jail cell and it seems that the girl actually WANTS to be raped by this man and the bare chest scene I admit was good but before their lips meet he has other things in mind. This movie reminds me of the low-budget thriller ""Blood Song"" with Frankie Avalon staring in it, the same motive just a different character part. It's not a movie worth renting not even for an 80's low-budget movie and the ending was the worst ending I have ever seen in a movie and it left me wanting my money back!",negative
"When I saw the trailers for this movie, it looked like a good romantic comedy. I expected some light fluffy fun. Instead, I was bored and a little depressed.<br /><br />Honestly, there was no chemistry between the leads at all, and the movie had little, if anything, that was funny about it. The little girl was adorable - when she cried, I cried - but I thought they might have used someone a little bit younger in the role.<br /><br />Either way, the movie was filled with long, dull silences or swelling opera music. I'm not anti-opera, but I would have preferred them to spend that time letting us get to know the characters, who were all stiff and underdeveloped.<br /><br />I was really disappointed in this movie. The whole time I watched it I kept thinking of how much better it could have been.",negative
"There no doubt in one mined that this movie is stupid and unfunny joke, but tell the truth it is quite entertaining (if you re first time viewer and try not to analyzed anything) Over all the movie have a very good ideas but badly written.<br /><br />The story of the two losers, waking up to find out that they can't remember what happen to them the day before. Only to find out later that they are after by the angry twin girl friends, aliens, transsexual stripper, Aliens nerds and some gangs members. <br /><br />Isn't it like The Bourne Identity? Yeah yeah, I know - how can I compare the two movies, but what the hell? They both have no memories; peoples were after them and so on. <br /><br />Anyway the movie is stupid and is only for the viewer that like stupid movie. <br /><br />Reason To Watch: · Loads of young talented actors, · Very stupid (after all you know it a stupid movie, why not make it extreme)<br /><br />Reason Not To: · If you like to analyzed, then forget it, · Talented Young actors turn bad, · Good plod turn really bad<br /><br />Rating: 4/10 (Grade: E+)<br /><br />------------ ------------ ---------- ---------- --------- --------- ----<br /><br />'Dude Where's My Car' -wait, what do you expected from Ashton Kutcher's movie. I think almost every people got the same answer for this guy - 'A really stupid movie'. Apart from 'That 70s' Shows' this guy really has nothing to offer his fan. (He should thank the series for his reputation). 'Dude Where's My Car', is one of his trademark -'stupidity'. Somehow his film is even worst than Adam Sandler's movies, (can you imagine that). The movie is really non-sense, no story line, and no nothing. Mara Sokoloff, Jennifer Garner, Alison Sweeney and S.W.Scoot should not have wasted their talent on this garbage. They even came up with 'Seriously, Dude Where's My Car'. This shows how the movie companies are dying of making money rather than quality.<br /><br />Max: 4/10<br /><br />Recommendation: Borrow it from your friends or just forget about it",negative
"I've now just realised that by watching this film I have lost valuable precious moments of my life I will never get back. Thsi film isn't just poor its dire. It reminded me of every stereotypical black sitcom ever made.<br /><br />I regret watching this film.<br /><br />Flixmedia reckons its a race issue, apparently ""White"" people don't like it because it doesn't have white actors. Mate, I think you'll find the reason why no one liked this was because watching paint dry is far more entertaining and funnier then this pile of drivel.<br /><br />Please stop making crap films",negative
"It's been said several times - not least by me - that watching an Eric Rohmer film is like watching paint dry; it seems that Monsieur Rohmer resents this (he doesn't deny it, but then how could he, he just resents it) so much so that his new movie, which may also be his last, Inch Allah, is set so far back in time that it's like watching woad dry. Those wonderful people who gave you the Nouvelle Vague, Cahiers du Cinema have already named it one of the best films of 2007 so that should give you some idea. Reality is not high on Rohmer's agenda so that in 5th Century France we have at one extreme a château that would not be out of place in the Loire valley whilst the only other dwelling we see is a rude wooden hut. The story involves nymphs and shepherds and as he often does Rohmer has cast it with unknowns who just happened to be passing so that the overall effect is that the annual class play at a school for Special Needs pupils was captured on film by accident. One is almost tempted to say 'Come back Godard, all is forgiven' but even this woeful production can't make me utter those words.",negative
"A by-the-numbers exorcism exercise with a disappointing non-allegiance and usage of the term 'blackwater.' The cinematography appears right out of basic cable MOW land which removes any semblance of swampy, murky atmosphere from the proceedings. In addition, there's not nearly enough gore, sex or attractive young things to satiate the majority of the film's targeted viewers. That being said, the lead actress who plays the possessed has a sexy olive-skinned presence. What else needs to be said about this non-winner? Don't rent unless you've got a thing for middle-aged adults bemoaning their past and rants with clichéd priests, shrinks, hispanic stablemen all regretting their past actions.",negative
"Needful Things was one of my favorite Stephen King books. But this movie is one of the worst book to film adaptations I have ever seen they changed so many things around that it made me sick. Even the concept of the book being deception, things not always what they appear reminder throughout the book was not shown in the movie. Althogh it was enjoyable as many Stephen King films are, but as many Stephen King films this one did not follow the book and became a piece of Hollywood trailer trash. 2/10",negative
"The only thing that kept me from vomiting after seeing this movie was the fact that these are just actors and not the freak show that usually appears on the TV show. This is also the main reason that fans of the TV show won't like the movie, but not the only reason. This movie has about as much entertainment value as getting a root canal. It approaches the abyssmal depths of bad movie making, and then gets even worse. I won't waste your time describing this movie in further detail; suffice it to say that I pity the poor camera people who had to suffer through watching this c**p the first time.",negative
"Where's Michael Caine when you need him? I've seen most of the many seasons of MST3K, but this rare pre-1st season flick (episdoe K-20) is easily one of the worst movies ever made. Three ""stars"", Lee Majors, Chris Makepeace and Burgess Meredith, struggle through the worst batch of cinematography ever, delivering lines which must have been written by a secret Dick Cheney-style workgroup composed of Exxon and GM lawyers trying to cut funding for mass transit and energy efficiency research. Looks like it was filmed in almost total darkness, possibly on Super 8. Makes Logan's Run look like the cinematic Sistine Chapel crossed with Shakespeare. I can't imagine watching it without the commentary of Crow and Servo since it's unwatchable even with it. Clearly what's needed in Hollywood is some sort of 401K which prevents the need for actors to take on bad movies like this in order to pay for their health care. With its ""rights to pollute and drive"" theme, by the end, I'm half expecting to see a Charlton Heston cameo where he delivers his ""cold dead hands"" speech. Lee, I could have forgiven you for this in 1989, but 1981?",negative
"The incomparable Paul Naschy, horror film icon of Spain, lends his talents to this entertaining if not scattershot film. What begins as an action flick ends up a horror story. All I can say is just sit back and enjoy the ride.<br /><br />Paul Naschy plays a cold-hearted hit-man hired by some shady Japanese diamond hunters (one of which is his flame who is carrying his child) to swipe a cache of diamonds from a Belgian businessman. When the deed is done, the allure of the diamonds is too tempting for Paul to dismiss so he kills his Japanese cohorts. His girlfriend, whose brother Paul killed, vows revenge and chases Paul through the forest, shooting him up and leaving him for dead. However, Paul is found by an egghead with two horny daughters and brought to his estate to recuperate.<br /><br />At the estate, the two daughters, Silvia Aguilar and Azucena Hernandez, fight for Paul in his weakened state, with the busty Silvia Aguilar determined not to lose out to the sweet and prim Azucena. But things get hairy for Mr. Naschy who begins to see the ghost of the daughter's long dead mother on the estate grounds. Couple this with the Japanese lass looking to finish the job of killing Paul and he gets pulled from two sides.<br /><br />STORY: $$ (The story goes a number of ways and doesn't fully satisfy. The script builds up a fight for Paul between the daughters but Silvia, whose character seems assertive and volatile, simply lets Azucena win in the Paul Naschy sweepstakes without putting up a fight. Personally, I would have preferred the ghostly apparition story to the revenge seeking of the Japanese woman)<br /><br />VIOLENCE: $$$ (You get gunplay, a blown-up babe and pigs eating some poor schmuck alive. Gore hounds will not be letdown with this Naschy flick).<br /><br />ACTING: $$$ (Paul Naschy, as always, is fun to watch but he does spend a bit too much time in bed recovering from his wounds. Starring with him again are the luscious Silvia Aguilar and the beautiful Azucena Hernandez, who teamed with Mr. Naschy in the little gem ""The Craving."" Both girls do a fine job).<br /><br />NUDITY: $$$ (You get very brief glimpses of both Aguilar and Hernandez but they are strategically placed, keeping the naught bits covered. Full nudity is supplied by the two lesser appealing actresses: the Japanese woman chasing Paul and the African maid that works for Silvia and Azucena).",negative
"For sci-fans this will be better than anything likely to be running on TV at any given time; that's about the best you can say of it. Good points; repartee and sense of humour is less dull than usual in such movies, the plot is coherent and doesn't use any magical mystical revelations. Bad points; the writers try to do good science but it falls down in direction and production (eg, a rock drilling mole using superheated rock drilling equipment breaks surface underwater with nary a bubble or boiling cauldron to be seen), the characters are cliché's and the plot unfolding is pretty stock standard. OK for a too-tired-to-do-anything-else type evening; but don't expect any major edification or even talking points really.",negative
"This is one of those horror flicks where twenty-somethings fool around with the dark arts around a camp fire, getting into a heap of trouble for doing so. A portal was opened containing a world of demons known as the Kelippoth of the Sitra Achra by a man whose daughter, Summer, gets kidnapped by something, taken into it. Summer is trained by a mysterious group whose identities are never revealed to battle the demon monsters. This is a portion of the plot which lends itself to scrutiny. Anyway, three wannabee witches, who went to high school together, Renea, the most enthusiastic, serious practitioner in the dark arts, and her lesbian cohorts, Jasmine and Marlene(..it's more or less a passing fad with them, though..) join up with buddies, Jason and Ricky, on a trip in the wilderness where Summer vanished from her home ten years ago. Opening the portal through a spoken text written in an ancient book, a demon is set free, as is Summer, now a warrior babe whose training has led to a very fit and athletic body and skills that have been needed to ward off monsters in the other world.<br /><br />Low budget contains a loopy, but ambitious story, restraining it into a confined setting. These young adults spend a lot of time running around in the woods hoping not to be fodder for a beast. As can be the case in these movies, the demon stands on the sidelines while the story develops as Summer attempts to remember how everything came to pass, while befriending Jason who wishes to help her restore the lost time. The action is shot mostly in the dark, making any violence hard to decipher. Brigitte Kingsley(and the rest of the female cast for that matter), is some mighty nice eye candy, dressed scantily clad as a female Conan, a gorgeous body we have to pleasure to gaze upon from the moment she appears until the closing of the movie. Some lesbianism(..some kissing and fondling)and nudity spice things up nicely, and the cast seem to be having fun with the goofy plot..it's so preposterous that the silly tone is probably appropriate for the material.<br /><br />Might be of interest for co-starring World Wrestling Entertainment's ""Captain Courageous"" Christian(real name, Jason Reso)as one of the group, spoofing his alter ego, as a chicken, quivering at the sound of a snapping tree twig. Landy Cannon is likable as unlikely hero, Jason, a lovestruck, naive young man whose ex-fiancé, Jasmine(Vanessa James)is now bi-sexual and in love with Marlene(..Jasmine's cruelty is in toying with Jason's feelings by hiding her affair with Marlene from his knowledge), while Ricky and Renea attempt to steer him away from this idea that he can rekindle a dead flame that gone out, never to ignite again. The Kelippoth demon is mostly darkly lit, I guess to refrain from showing how ludicrous/laughable it looks if presented in full. The lesbian antics of Jasmine and Marlene(Haley Shannon) is mostly tame, their love making, once alone in the woods up against a tree, is toned down and also lighted using the blackness of night. My rating is a bit favorable towards it, almost solely because of Kingsley, for purely superficial reasons, rather than the plot or film-making. The movie aims to please and is marketed to the boys(and girls who love hot women). I think, though, for the most part, the humor falls a bit flat.",negative
"Carlos wants to make fun of affirmative action, racial stereotypes and related topics on his show which makes him a lot like Supreme Court Justice Thomas. He's there BECAUSE of his race and then denigrates it. He can supposedly make fun of Mexicans to no end because he is himself Mexican, and I would also contend he can get away with making fun of the mentally challenged because any lay person can tell he's not the sharpest tool....though he is definitely a tool of some sort. <br /><br />He is a hack comedian who, even with a staff of writers, can't put together 3 minutes of genuinely funny material in a 30 minute show. I can't think of a single comedian who is regularly on TV that Carlos can hold a candle to except maybe Larry the Cable Guy (not too surprisingly, he also has a show on Comedy Central to cater to the exact same audience no doubt.<br /><br />If you ever see the greats, Jerry Seinfeld, Chris Rock, Jon Stewart etc. talk about comedy you really get a feeling for the amount of work and thought that goes into developing a funny interesting comedic voice. All that work was completely skipped by Mencia; his comedic voice is, in part, stolen from other better comics and in part hidden by his propensity for yelling his unfunny rehashed racist tripe. Mencia's show is beloved by some of the ""at least I don't suck that badly crowd"" who I firmly believe watch it to feel better from his rants about the dumbing down of society; unfortunately Carlos and his fans are part of the problem not the solution on that topic.",negative
"That snarl...<br /><br />That scowl...<br /><br />The acts of random violence...<br /><br />The gutteral voice...<br /><br />The fetish wear...<br /><br />That shaven head...<br /><br />It can mean only one thing...<br /><br />GRACE JONES IS BACK!<br /><br />Actually my sources tell me that the title role in Blade wasn't played by the 1980s diva, but by Wesley Snipes.<br /><br />All in all this is not an improvement.<br /><br />Blade is an adaptation of a comic character; somehow in the transfer from the simplistic, two-dimensional world of the printed page it has become even more simplistic and lost a couple of dimensions.<br /><br />The plot is hackneyed almost beyond belief and adds nothing to the vampire genre, in fact, much like Nosferatu, it seems to suck the life out of the audience. In brief, upwardly mobile vampire wants to become more powerful but is opposed by Blade, half-human, half-vampire, all annoying. It all climaxes with Blade being put in a vampire juice press, some bad martial arts and the most pitiful CGI since 1968.<br /><br />Blade has to be the least empathic character since Dolph Lundgren's Punisher (also a comic adaptation, perhaps there is a trend here?). Surely the audience is meant to be on the same side as the 'hero'? And whilst a vampire can be a tragic character, this is not true of Blade, he is relentlessly cruel, scornful and not a whole lot better than the bad guys.<br /><br />I assume that Wesley Snipes has an 'acting' career purely so that everyone else can be compared favourably. As he snarls his way through his movie you find yourself looking for a stake - even a ballpoint pen - anything to put Blade in the grave. <br /><br />As a piece of narcissism, Blade is pretty much unbeatable - we are treated to endless lingering shots of a gym-fresh Snipes for no reason whatsoever. Likewise no other actor is allowed any chance to give a reasonable performance; the likes of Steven Dorff *CAN* act, but they have to play second fiddle to Snipes' tedious performance.<br /><br />Kris Kristofferson used to appear in good movies, here he is reduced to a sidekick that you just know isn't going to make it through to the final reel. And what happens when Blade finds out? Yes, you guessed it, he rushes to the scene to wreak his revenge in the villain's giant underground lair.<br /><br />Why can't world-domination take place in a quiet country house? They always go ahead in underground cathedrals that would have had Albert Speer wondering if they were a little grandiose. A lot of these plans could be stopped right now if local councils paid more attention to plans for extending sub-basements. <br /><br />The rest of the movie is just as dull and unimaginative with nothing new to add to the genre. Vampires have been done to undeath and perhaps they should be laid to rest for a while - at least until someone can think of some way to make them interesting again.<br /><br />To finish, there *IS* a Grace Jones vampire movie, it's called Vamp and it's about ten times better than this.",negative
"This German horror film has to be one of the weirdest I have seen.<br /><br />I was not aware of any connection between child abuse and vampirism, but this is supposed based upon a true character.<br /><br />Our hero is deaf and mute as a result of repeated beatings at the hands of his father. he also has a doll fetish, but I cannot figure out where that came from. His co-workers find out and tease him terribly.<br /><br />During the day a mild-manner accountant, and at night he breaks into cemeteries and funeral homes and drinks the blood of dead girls. They are all attractive, of course, else we wouldn't care about the fact that he usually tears their clothing down to the waist. He graduates eventually to actually killing, and that is what gets him caught.<br /><br />Like I said, a very strange movie that is dark and very slow as Werner Pochath never talks and just spends his time drinking blood.",negative
